no,time,S,N,P10,P2.5,O,C,Humi-R,W-Direc,W-Speed,A-Pres,A-Temp
260,2015/1/11 13:00,0.06,0.058,0.207,0.135,0.108,1.022,39.983,214.566,1.314,1024.32,15.44
260,2015/1/11 14:00,0.05,0.055,0.165,0.108,0.11,0.854,38.388,192.342,1.119,1024.911,15.543
260,2015/1/11 15:00,0.05,0.052,0.17,0.111,0.127,0.927,41.759,163.357,1.157,1025.747,14.719
260,2015/1/11 16:00,0.064,0.109,0.22,0.144,0.072,1.317,46.313,96.036,0.747,1026.194,13.611
260,2015/1/11 17:00,0.063,0.155,0.313,0.198,0.021,1.821,50.815,71.386,0.936,1027.005,11.922
260,2015/1/11 18:00,0.053,0.131,0.356,0.225,0.028,1.868,58.565,67.039,1.273,1027.705,10.531
260,2015/1/11 19:00,0.04,0.1,0.364,0.243,0.036,1.84,71.223,63.386,1.414,1028.296,9.176
260,2015/1/11 20:00,0.033,0.082,0.326,0.219,0.032,1.833,78.25,69.29,1.418,1028.921,8.275
260,2015/1/11 21:00,0.024,0.062,0.276,0.18,0.038,1.699,84.126,69.172,1.264,1029.672,7.604
260,2015/1/11 22:00,0.019,0.056,0.187,0.117,0.036,1.245,85.63,66.788,1.215,1030.137,7.035
260,2015/1/11 23:00,0.017,0.049,0.125,0.073,0.034,0.923,86.189,65.027,1.048,1030.508,6.557
260,2015/1/12 0:00,0.015,0.047,0.086,0.044,0.029,0.46,85.96,59.366,1.087,1030.103,6.08
260,2015/1/12 1:00,0.015,0.042,0.057,0.027,0.033,0.434,84.437,65.799,1.098,1030.609,5.759
260,2015/1/12 2:00,0.014,0.047,0.048,0.019,0.026,0.385,83.49,64.051,0.864,1030.576,5.411
260,2015/1/12 3:00,0.013,0.046,0.047,0.018,0.026,0.359,83.345,65.007,0.954,1030.162,5.089
260,2015/1/12 4:00,0.012,0.048,0.038,0.014,0.024,0.333,82.515,69.434,0.965,1030.424,4.933
260,2015/1/12 5:00,0.013,0.062,0.039,0.014,0.01,0.409,82.422,64.978,1.123,1030.88,4.783
260,2015/1/12 6:00,0.013,0.07,0.051,0.017,0.006,0.499,82.762,62.053,1.02,1030.728,4.651
260,2015/1/12 7:00,0.014,0.073,0.056,0.019,0.008,0.726,81.496,73.825,1.037,1031.563,5.196
260,2015/1/12 8:00,0.017,0.049,0.075,0.024,0.035,0.56,73.553,69.526,1.985,1032.576,6.82
260,2015/1/12 9:00,0.02,0.035,0.053,0.018,0.053,0.421,66.209,72.445,2.248,1033.395,8.273
260,2015/1/12 10:00,0.022,0.031,0.045,0.018,0.059,0.436,64.042,75.948,2.323,1033.184,8.724
260,2015/1/12 11:00,0.021,0.032,0.052,0.022,0.061,0.502,60.936,82.507,1.591,1032.61,9.335
260,2015/1/12 12:00,0.02,0.029,0.05,0.025,0.068,0.469,59.681,77.24,1.97,1031.842,9.189
260,2015/1/12 13:00,0.019,0.037,0.053,0.025,0.06,0.452,60.43,76.905,2.063,1031.394,9.001
260,2015/1/12 14:00,0.017,0.043,0.052,0.021,0.054,0.433,63.548,71.374,2.176,1030.398,8.266
260,2015/1/12 15:00,0.016,0.049,0.049,0.021,0.046,0.424,65.228,71.222,2.076,1029.942,7.809
260,2015/1/12 16:00,0.016,0.058,0.051,0.023,0.037,0.507,66.339,77.813,1.66,1030.829,7.484
260,2015/1/12 17:00,0.015,0.066,0.058,0.025,0.029,0.591,67.869,76.783,1.481,1031.943,7.143
260,2015/1/12 18:00,0.014,0.059,0.054,0.021,0.033,0.473,69.116,67.558,1.699,1031.892,6.861
260,2015/1/12 19:00,0.013,0.058,0.047,0.019,0.031,0.475,70.671,72.651,1.454,1031.791,6.681
260,2015/1/12 20:00,0.012,0.052,0.05,0.019,0.037,0.435,71.548,75.869,1.361,1031.437,6.502
260,2015/1/12 21:00,0.012,0.053,0.048,0.021,0.036,0.412,72.659,88.748,0.849,1032.239,6.449
260,2015/1/12 22:00,0.012,0.046,0.038,0.019,0.041,0.38,73.427,94.281,0.697,1032.12,6.384
260,2015/1/12 23:00,0.012,0.044,0.032,0.013,0.041,0.375,73.439,68.688,0.913,1031.817,6.379
260,2015/1/13 0:00,0.012,0.044,0.035,0.012,0.039,0.254,74.278,71.018,1.473,1029.444,6.202
260,2015/1/13 1:00,0.012,0.035,0.032,0.01,0.049,0.307,75.182,62.542,1.002,1029.799,6.116
260,2015/1/13 2:00,0.012,0.043,0.032,0.011,0.038,0.33,75.901,98.304,0.672,1029.681,6.288
260,2015/1/13 3:00,0.011,0.037,0.029,0.015,0.046,0.269,77.16,76.238,0.872,1029.166,6.35
260,2015/1/13 4:00,0.011,0.043,0.028,0.011,0.038,0.344,78.34,71.387,1.258,1028.87,6.458
260,2015/1/13 5:00,0.012,0.062,0.042,0.016,0.019,0.56,79.79,66.96,1.178,1027.849,6.473
260,2015/1/13 6:00,0.012,0.066,0.048,0.019,0.017,0.503,81.543,70.339,1.256,1028.136,6.602
260,2015/1/13 7:00,0.013,0.081,0.056,0.018,0.007,0.872,81.926,76.251,0.979,1028.752,6.96
260,2015/1/13 8:00,0.013,0.076,0.073,0.027,0.01,0.75,80.706,103.83,0.73,1028.76,7.526
260,2015/1/13 9:00,0.013,0.063,0.069,0.024,0.025,0.522,78.371,81.505,1.323,1029.284,8.074
260,2015/1/13 10:00,0.02,,0.061,0.024,,,76.468,73.084,1.426,1029.031,8.554
260,2015/1/13 11:00,0.014,0.052,0.062,0.023,0.041,0.656,74.284,70.509,1.953,1027.621,9.263
260,2015/1/13 12:00,0.016,0.043,0.052,0.017,0.051,0.398,73.445,69.171,2.193,1025.907,9.503
260,2015/1/13 13:00,0.017,0.049,0.047,0.015,0.045,0.419,74.193,71.301,2,1025.164,9.494
260,2015/1/13 14:00,0.014,0.061,0.04,0.017,0.033,0.545,81.014,70.183,1.66,1024.666,8.799
260,2015/1/13 15:00,0.012,0.074,0.038,0.018,0.019,0.703,87.241,66.749,1.554,1025.08,8.18
260,2015/1/13 16:00,0.011,0.08,0.038,0.02,0.012,0.817,90.509,66.655,1.614,1024.818,7.722
260,2015/1/13 17:00,0.011,0.082,0.037,0.021,0.009,0.754,92.25,63.195,1.865,1024.557,7.42
260,2015/1/13 18:00,0.01,0.08,0.04,0.024,0.01,0.673,93.324,71.834,1.619,1024.793,7.362
260,2015/1/13 19:00,0.01,0.077,0.041,0.027,0.009,0.933,94.367,68.094,1.48,1024.337,7.487
260,2015/1/13 20:00,0.01,0.066,0.04,0.027,0.018,0.609,95.045,70.488,1.648,1024.599,7.582
260,2015/1/13 21:00,0.01,0.067,0.035,0.026,0.016,0.78,95.566,68.837,1.348,1024.489,7.616
260,2015/1/13 22:00,0.009,0.069,0.033,0.023,0.014,0.623,96.054,69.641,1.173,1023.848,7.781
260,2015/1/13 23:00,0.009,0.061,0.036,0.024,0.016,0.887,96.549,64.148,1.21,1022.894,8.12
260,2015/1/14 0:00,0.009,0.052,0.033,0.023,0.022,0.327,96.893,71.719,1.171,1022.26,8.374
260,2015/1/14 1:00,0.009,0.031,0.023,0.018,0.041,0.332,97.107,68.583,1.178,1021.923,8.589
260,2015/1/14 2:00,0.008,0.024,0.011,0.01,0.053,0.292,97.07,70.445,1.537,1021.551,8.522
260,2015/1/14 3:00,0.008,0.022,0.013,0.008,0.06,0.272,96.916,70.273,1.432,1021.526,8.257
260,2015/1/14 4:00,0.008,0.022,0.008,0.009,0.062,0.337,96.652,102.938,1.384,1021.543,8.022
260,2015/1/14 5:00,0.009,0.024,0.012,0.008,0.063,0.46,96.187,151.562,1.64,1021.94,7.689
260,2015/1/14 6:00,0.009,0.022,0.009,0.007,0.065,0.308,95.893,212.693,1.505,1022.328,7.521
260,2015/1/14 7:00,0.009,0.036,0.01,0.01,0.053,0.416,95.963,226.39,1.275,1022.463,7.365
260,2015/1/14 8:00,0.009,0.045,0.018,0.014,0.045,0.496,96.28,216.486,1.034,1022.649,7.477
260,2015/1/14 9:00,0.009,0.052,0.023,0.017,0.035,0.466,96.42,233.002,1.09,1023.079,7.642
260,2015/1/14 10:00,0.01,0.057,0.032,0.022,0.024,0.487,96.456,265.901,1.821,1022.716,7.719
260,2015/1/14 11:00,0.01,0.053,0.036,0.028,0.03,0.482,96.179,247.604,1.479,1022.277,8.022
260,2015/1/14 12:00,0.01,0.049,0.04,0.03,0.032,0.492,94.998,264.165,1.737,1021.746,8.316
260,2015/1/14 13:00,0.01,0.044,0.047,0.034,0.033,0.472,93.768,267.085,1.801,1021.535,8.517
260,2015/1/14 14:00,0.01,0.048,0.051,0.037,0.028,0.484,94.958,271.725,1.701,1021.619,8.491
260,2015/1/14 15:00,0.009,0.037,0.046,0.035,0.041,0.433,96.069,278.628,2.106,1022.075,8.194
260,2015/1/14 16:00,0.009,0.043,0.033,0.025,0.035,0.462,96.507,275.013,1.994,1022.547,8.066
260,2015/1/14 17:00,0.009,0.055,0.027,0.021,0.021,0.569,96.924,281.172,1.797,1023.096,8.051
260,2015/1/14 18:00,0.009,0.051,0.034,0.027,0.025,0.533,97.176,280.114,1.939,1023.425,7.919
260,2015/1/14 19:00,0.009,0.059,0.039,0.03,0.017,0.522,97.323,238.937,1.211,1023.468,7.848
260,2015/1/14 20:00,0.009,0.051,0.047,0.037,0.025,0.495,97.24,227.939,1.031,1023.409,7.62
260,2015/1/14 21:00,0.009,0.05,0.057,0.045,0.025,0.479,96.98,270.396,1.387,1023.746,7.579
260,2015/1/14 22:00,0.01,0.045,0.051,0.037,0.029,0.459,96.445,253.287,1.086,1023.94,7.549
260,2015/1/14 23:00,0.009,0.039,0.06,0.042,0.027,0.482,95.662,265.789,1.228,1023.341,7.559
260,2015/1/15 0:00,0.009,0.031,0.078,0.058,0.027,0.358,95.12,248.656,1.282,1023.24,7.494
260,2015/1/15 1:00,0.009,0.024,0.085,0.066,0.034,0.412,94.9,273.587,1.616,1023.839,7.268
260,2015/1/15 2:00,0.009,0.028,0.078,0.062,0.03,0.426,94.074,274.504,1.386,1023.831,7.273
260,2015/1/15 3:00,0.009,0.029,0.086,0.065,0.03,0.412,94.018,273.084,1.273,1023.561,7.142
260,2015/1/15 4:00,0.009,0.029,0.075,0.054,0.03,0.385,94.801,263.665,1.099,1023.78,6.915
260,2015/1/15 5:00,0.01,0.042,0.071,0.057,0.016,0.438,95.149,270.07,1.101,1024.253,6.831
260,2015/1/15 6:00,0.01,0.05,0.088,0.067,0.006,0.549,95.05,260.289,0.938,1024.574,6.821
260,2015/1/15 7:00,0.012,0.049,0.109,0.083,0.005,0.9,94.775,252.759,0.987,1025.224,6.876
260,2015/1/15 8:00,0.013,0.048,0.132,0.094,0.006,0.862,94.408,262.663,1.457,1025.671,6.865
260,2015/1/15 9:00,0.014,0.051,0.13,0.1,0.006,0.896,94.439,260.923,1.286,1026.22,6.86
260,2015/1/15 10:00,0.016,0.053,0.135,0.105,0.011,0.981,92.975,256.59,1.44,1026.313,7.286
260,2015/1/15 11:00,0.018,0.056,0.152,0.11,0.014,1.142,89.207,261.563,1.544,1025.612,7.639
260,2015/1/15 12:00,0.024,0.054,0.141,0.101,0.027,1.065,83.771,270.473,1.64,1024.557,8.183
260,2015/1/15 13:00,0.025,0.056,0.122,0.089,0.032,0.974,80.288,257.896,1.546,1024.05,8.547
260,2015/1/15 14:00,0.024,0.041,0.095,0.062,0.051,0.777,74.104,267.68,1.526,1023.409,8.818
260,2015/1/15 15:00,0.021,0.051,0.069,0.047,0.04,0.881,74.03,223.871,0.963,1023.586,8.604
260,2015/1/15 16:00,0.02,0.059,0.081,0.057,0.028,1.007,75.902,252.949,1.134,1023.789,8.259
260,2015/1/15 17:00,0.019,0.078,0.106,0.072,0.009,1.235,78.537,220.258,0.734,1023.797,7.829
260,2015/1/15 18:00,0.02,0.083,0.147,0.093,0.006,1.378,80.632,235.412,0.701,1024.059,7.392
260,2015/1/15 19:00,0.02,0.08,0.157,0.096,0.005,1.323,81.486,227.411,0.64,1024.219,7.275
260,2015/1/15 20:00,0.021,0.08,0.157,0.106,0.006,1.303,82.162,232.719,0.586,1023.924,6.91
260,2015/1/15 21:00,0.021,0.081,0.179,0.115,0.006,1.55,81.538,222.552,0.46,1023.856,6.609
260,2015/1/15 22:00,0.02,0.078,0.167,0.113,0.005,1.364,82.698,129.788,0.23,1023.721,6.021
260,2015/1/15 23:00,0.018,0.076,0.15,0.101,0.006,1.371,85.121,97.992,0.224,1023.442,5.49
260,2015/1/16 0:00,0.019,0.078,0.162,0.106,0.006,1.103,86.7,185.163,0.388,1023.425,5.161
260,2015/1/16 1:00,0.019,0.069,0.163,0.108,0.005,1.255,87.615,244.105,0.708,1023.51,5.515
260,2015/1/16 2:00,0.02,0.062,0.157,0.106,0.005,1.102,87.483,216.968,0.47,1023.451,5.707
260,2015/1/16 3:00,0.021,0.062,0.149,0.103,0.005,0.959,86.915,215.71,0.631,1022.911,5.908
260,2015/1/16 4:00,0.021,0.061,0.142,0.099,0.005,0.976,85.961,99.069,0.207,1022.649,6.108
260,2015/1/16 5:00,0.023,0.063,0.127,0.089,0.005,1.09,84.84,85.637,0.158,1022.396,6.259
260,2015/1/16 6:00,0.024,0.069,0.132,0.09,0.005,1.285,84.603,123.031,0.273,1022.623,6.323
260,2015/1/16 7:00,0.021,0.066,0.144,0.094,0.005,1.187,84.498,207.414,0.436,1023.029,6.38
260,2015/1/16 8:00,0.022,0.066,0.153,0.1,0.006,1.085,81.407,257.63,1.005,1023.628,6.774
260,2015/1/16 9:00,0.026,0.063,0.154,0.098,0.009,0.947,77.993,262.594,1.321,1023.924,7.259
260,2015/1/16 10:00,0.027,0.06,0.142,0.094,0.012,0.92,77.304,262.278,1.398,1023.966,7.437
260,2015/1/16 11:00,0.028,0.048,0.132,0.091,0.033,0.825,72.809,269.573,1.824,1022.978,7.946
260,2015/1/16 12:00,0.027,0.044,0.123,0.086,0.045,0.807,70.189,260.516,1.812,1022.37,8.418
260,2015/1/16 13:00,0.027,0.049,0.127,0.089,0.043,0.967,69.976,264.38,2.236,1022.1,8.428
260,2015/1/16 14:00,0.027,0.055,0.143,0.096,0.034,1.006,71.82,257.091,1.957,1021.864,8.249
260,2015/1/16 15:00,0.031,0.069,0.159,0.11,0.019,1.231,73.637,262.116,1.963,1022.429,8.114
260,2015/1/16 16:00,0.034,0.079,0.183,0.117,0.01,1.403,74.887,265.862,1.853,1023.223,8.054
260,2015/1/16 17:00,0.034,0.085,0.196,0.125,0.007,1.376,75.205,262.047,1.775,1023.983,8.022
260,2015/1/16 18:00,0.034,0.086,0.206,0.137,0.006,1.264,75.841,254.617,1.293,1024.768,7.947
260,2015/1/16 19:00,0.036,0.083,0.21,0.145,0.009,1.201,75.559,251.305,1.429,1025.511,7.702
260,2015/1/16 20:00,0.031,0.063,0.225,0.154,0.032,0.994,74.627,241.611,1.299,1026.177,7.132
260,2015/1/16 21:00,0.03,0.071,0.223,0.154,0.03,1.005,73.926,229.507,0.903,1026.726,6.347
260,2015/1/16 22:00,0.027,0.07,0.228,0.16,0.022,1.019,77.372,248.478,1.207,1027.511,5.614
260,2015/1/16 23:00,0.026,0.063,0.231,0.166,0.025,1.005,78.422,254.194,0.963,1028.187,5.228
260,2015/1/17 0:00,0.026,0.071,0.228,0.165,0.017,0.848,79.855,239.082,0.66,1028.271,4.707
260,2015/1/17 1:00,0.027,0.082,0.251,0.18,0.006,1.238,84.494,225.51,0.604,1028.499,4.071
260,2015/1/17 2:00,0.031,0.077,0.276,0.201,0.006,1.252,84.728,150.044,0.444,1028.625,4.223
260,2015/1/17 3:00,0.032,0.055,0.287,0.207,0.024,1.265,82.137,228.356,1.053,1028.752,4.375
260,2015/1/17 4:00,0.027,0.03,0.23,0.166,0.048,0.973,76.626,200.794,1.464,1029.267,4.206
260,2015/1/17 5:00,0.023,0.03,0.129,0.081,0.052,0.722,69.341,159.494,1.312,1029.849,3.858
260,2015/1/17 6:00,0.02,0.041,0.106,0.057,0.042,0.968,71.02,157.379,1.147,1030.086,3.34
260,2015/1/17 7:00,0.02,0.049,0.112,0.068,0.03,1.155,73.158,194.247,0.922,1030.736,3.073
260,2015/1/17 8:00,0.022,0.052,0.128,0.077,0.028,1.22,73.444,212.908,1.013,1031.546,3.644
260,2015/1/17 9:00,0.023,0.035,0.131,0.076,0.052,0.895,66.969,162.909,1.453,1032.146,4.887
260,2015/1/17 10:00,0.028,0.036,0.092,0.05,0.058,0.775,61.676,155.446,1.46,1031.977,5.698
260,2015/1/17 11:00,0.03,0.033,0.08,0.047,0.067,0.768,56.074,145.852,1.244,1030.989,6.724
260,2015/1/17 12:00,0.029,0.037,0.076,0.044,0.062,0.804,56.483,165.954,1.459,1030.187,6.69
260,2015/1/17 13:00,0.029,0.039,0.071,0.042,0.055,0.82,58.276,176.991,1.329,1030.246,6.684
260,2015/1/17 14:00,0.023,0.044,0.07,0.041,0.042,0.736,63.388,103.002,1.379,1029.664,5.897
260,2015/1/17 15:00,0.019,0.048,0.067,0.037,0.042,0.607,63.164,72.104,1.464,1029.681,5.414
260,2015/1/17 16:00,0.017,0.051,0.063,0.034,0.041,0.57,63.016,76.385,1.232,1030.086,4.98
260,2015/1/17 17:00,0.014,0.063,0.062,0.033,0.032,0.552,64.728,80.176,1.093,1029.689,4.64
260,2015/1/17 18:00,0.013,0.066,0.061,0.031,0.027,0.563,65.524,76.766,0.994,1029.951,4.534
260,2015/1/17 19:00,0.014,0.055,0.052,0.029,0.035,0.544,66.382,73.892,0.882,1030.947,4.715
260,2015/1/17 20:00,0.015,0.053,0.048,0.027,0.035,0.458,65.361,79.371,1.299,1030.55,4.68
260,2015/1/17 21:00,0.014,0.046,0.044,0.024,0.043,0.425,65.327,85.47,1.268,1029.647,4.519
260,2015/1/17 22:00,0.014,0.05,0.036,0.017,0.041,0.447,66.201,106.014,0.887,1029.005,4.472
260,2015/1/17 23:00,0.013,0.074,0.038,0.019,0.013,0.611,68.11,36.252,0.268,1028.339,4.16
260,2015/1/18 0:00,0.012,0.077,0.043,0.024,0.006,0.534,72.92,97.895,0.196,1027.975,3.509
260,2015/1/18 1:00,0.012,0.073,0.067,0.037,0.005,0.659,76.549,96.12,0.216,1027.444,3.121
260,2015/1/18 2:00,0.012,0.072,0.072,0.038,0.005,0.716,77.806,84.111,0.315,1026.507,3.028
260,2015/1/18 3:00,0.013,0.072,0.079,0.037,0.005,0.732,79.612,104.392,0.451,1025.536,2.659
260,2015/1/18 4:00,0.012,0.069,0.08,0.04,0.005,0.863,81.384,131.375,0.244,1025.308,2.426
260,2015/1/18 5:00,0.013,0.071,0.077,0.039,0.005,0.859,82.445,46.573,0.125,1025.342,2.3
260,2015/1/18 6:00,0.016,0.078,0.093,0.051,0.006,1.364,83.719,66.46,0.339,1024.734,2.605
260,2015/1/18 7:00,0.017,0.083,0.103,0.052,0.006,1.388,81.288,83.913,0.306,1024.481,3.458
260,2015/1/18 8:00,0.017,0.088,0.125,0.06,0.007,1.518,78.955,231.59,0.865,1024.894,4.473
260,2015/1/18 9:00,0.018,0.076,0.119,0.049,0.014,0.797,73.287,188.734,1.076,1025.215,5.849
260,2015/1/18 10:00,0.021,0.065,0.099,0.049,0.029,0.71,70.593,214.637,1.393,1024.498,6.845
260,2015/1/18 11:00,0.029,0.053,0.142,0.086,0.064,0.996,64.871,235.806,1.949,1023.518,8.113
260,2015/1/18 12:00,0.042,0.057,0.226,0.154,0.078,1.101,62.531,255.231,2.811,1022.463,8.876
260,2015/1/18 13:00,0.046,0.059,0.246,0.168,0.082,1.109,60.6,259.04,2.843,1021.914,9.407
260,2015/1/18 14:00,0.039,0.062,0.228,0.15,0.076,1.039,56.575,259.507,2.317,1021.231,9.65
260,2015/1/18 15:00,0.035,0.058,0.201,0.133,0.078,0.905,48.227,266.249,2.416,1021.315,10.046
260,2015/1/18 16:00,0.033,0.054,0.182,0.115,0.088,0.929,46.423,264.04,2.625,1021.627,9.546
260,2015/1/18 17:00,0.033,0.074,0.183,0.112,0.063,1.097,51.005,260.439,1.999,1021.779,8.81
260,2015/1/18 18:00,0.032,0.097,0.191,0.121,0.035,1.219,55.083,256.552,1.544,1022.176,8.262
260,2015/1/18 19:00,0.031,0.111,0.201,0.126,0.015,1.321,60.538,259.22,1.442,1022.97,7.592
260,2015/1/18 20:00,0.03,0.118,0.219,0.137,0.007,1.425,64.253,252.547,1.066,1023.653,7.107
260,2015/1/18 21:00,0.025,0.113,0.23,0.142,0.006,1.431,68.528,255.819,0.984,1023.729,6.401
260,2015/1/18 22:00,0.023,0.108,0.226,0.146,0.006,1.461,71.822,244.878,0.742,1024.16,5.933
260,2015/1/18 23:00,0.023,0.105,0.22,0.141,0.006,1.336,73.197,250.734,0.964,1024.244,5.689
260,2015/1/19 0:00,0.027,0.106,0.216,0.134,0.006,0.983,71.477,246.206,0.971,1024.185,5.774
260,2015/1/19 1:00,0.027,0.095,0.206,0.133,0.007,1.256,73.374,224.877,0.634,1024.27,5.182
260,2015/1/19 2:00,0.029,0.092,0.197,0.127,0.006,1.233,74.233,198.317,0.509,1024.287,4.876
260,2015/1/19 3:00,0.029,0.087,0.197,0.128,0.006,1.28,75.323,196.432,0.431,1024.16,4.48
260,2015/1/19 4:00,0.025,0.086,0.187,0.124,0.005,1.342,78.334,203.397,0.396,1024.278,3.839
260,2015/1/19 5:00,0.025,0.087,0.191,0.127,0.006,1.487,79.451,203.941,0.425,1024.438,3.637
260,2015/1/19 6:00,0.024,0.084,0.203,0.129,0.005,1.588,80.15,195.143,0.433,1025.173,3.508
260,2015/1/19 7:00,0.027,0.09,0.215,0.134,0.007,1.926,80.588,191.172,0.423,1025.544,3.768
260,2015/1/19 8:00,0.047,0.096,0.257,0.146,0.01,1.974,72.574,238.321,0.779,1026.051,5.836
260,2015/1/19 9:00,0.068,0.093,0.281,0.15,0.018,1.937,59.486,234.45,1.157,1026.144,8.151
260,2015/1/19 10:00,0.071,0.071,0.252,0.123,0.037,1.517,45.207,224.289,1.377,1026.498,9.944
260,2015/1/19 11:00,0.056,0.058,0.215,0.091,0.056,1.184,37.558,184.136,1.088,1025.891,10.894
260,2015/1/19 12:00,0.039,0.047,0.19,0.077,0.069,0.801,31.034,127.785,1.054,1025.679,11.648
260,2015/1/19 13:00,0.037,0.047,0.164,0.054,0.072,0.741,29.963,161.414,0.989,1025.089,12.236
260,2015/1/19 14:00,0.035,0.049,0.165,0.056,0.076,0.632,30.375,159.132,1.265,1024.624,11.864
260,2015/1/19 15:00,0.031,0.054,0.156,0.056,0.073,0.602,29.838,136.073,0.903,1024.514,11.686
260,2015/1/19 16:00,0.03,0.075,0.147,0.052,0.05,0.67,31.123,107.119,0.718,1024.861,10.789
260,2015/1/19 17:00,0.026,0.124,0.149,0.052,0.009,1.12,32.164,53.694,0.535,1025.122,9.431
260,2015/1/19 18:00,0.027,0.125,0.188,0.067,0.007,1.617,42.485,65.377,0.872,1025.325,8.501
260,2015/1/19 19:00,0.024,0.106,0.218,0.082,0.009,1.018,54.692,68.834,1.335,1025.342,7.56
260,2015/1/19 20:00,0.023,0.101,0.145,0.054,0.01,1.051,59.425,73.515,1.025,1025.561,6.769
260,2015/1/19 21:00,0.022,0.101,0.129,0.048,0.011,1.065,64.357,71.493,1.393,1025.679,6.296
260,2015/1/19 22:00,0.032,0.102,0.135,0.052,0.007,0.908,69.972,70.154,0.951,1025.333,6.031
260,2015/1/19 23:00,0.03,0.104,0.146,0.06,0.006,0.928,70.602,71.776,0.846,1025.418,6.011
260,2015/1/20 0:00,0.026,0.089,0.124,0.052,0.018,0.563,70.336,71.975,1.043,1024.438,5.974
260,2015/1/20 1:00,0.024,0.087,0.113,0.047,0.016,0.692,74.665,73.837,0.927,1024.194,5.609
260,2015/1/20 2:00,0.028,0.094,0.1,0.04,0.007,0.627,75.987,65.798,0.956,1023.544,5.556
260,2015/1/20 3:00,0.03,0.095,0.095,0.039,0.006,0.745,76.888,69.556,0.768,1023.645,5.551
260,2015/1/20 4:00,0.024,0.089,0.099,0.041,0.005,1.017,79.102,77.398,0.782,1023.535,5.192
260,2015/1/20 5:00,0.022,0.088,0.1,0.037,0.005,0.889,79.409,80.952,0.771,1023.763,5.455
260,2015/1/20 6:00,0.019,0.087,0.086,0.033,0.006,0.762,79.268,80.903,0.892,1023.535,5.773
260,2015/1/20 7:00,0.019,0.09,0.069,0.022,0.009,0.789,76.137,84.026,1.027,1023.544,6.38
260,2015/1/20 8:00,0.019,0.076,0.068,0.017,0.024,0.809,71.806,93.471,1.505,1023.645,7.754
260,2015/1/20 9:00,0.02,0.056,0.072,0.018,0.042,0.576,69.729,98.466,1.98,1023.586,8.763
260,2015/1/20 10:00,0.02,,0.071,0.024,,,70.241,120.337,1.868,1022.801,8.85
260,2015/1/20 11:00,0.021,0.044,0.079,0.031,0.061,0.519,66.9,122.698,1.954,1022.32,9.917
260,2015/1/20 12:00,0.023,0.04,0.083,0.035,0.075,0.59,63.724,129.201,2.272,1020.977,10.716
260,2015/1/20 13:00,0.026,0.043,0.087,0.03,0.077,0.741,61.549,129.149,2.028,1020.167,11.283
260,2015/1/20 14:00,0.025,0.048,0.085,0.037,0.076,0.637,61.582,123.316,1.709,1019.213,11.539
260,2015/1/20 15:00,0.023,0.058,0.098,0.04,0.077,0.82,63.549,131.086,2.058,1019.044,11.156
260,2015/1/20 16:00,0.021,0.064,0.104,0.04,0.069,0.743,65.964,126.521,1.409,1019.593,10.905
260,2015/1/20 17:00,0.019,0.085,0.104,0.044,0.041,0.724,68.584,113.269,1.202,1019.627,10.63
260,2015/1/20 18:00,0.018,0.084,0.105,0.042,0.032,0.76,70.983,98.14,1.503,1019.888,10.369
260,2015/1/20 19:00,0.016,0.083,0.095,0.041,0.025,0.744,73.465,105.273,1.512,1019.644,10.17
260,2015/1/20 20:00,0.015,0.074,0.085,0.036,0.033,0.685,74.514,108.067,1.219,1019.855,10.138
260,2015/1/20 21:00,0.015,0.065,0.074,0.033,0.039,0.653,76.726,135.335,1.492,1019.956,9.949
260,2015/1/20 22:00,0.015,0.051,0.07,0.031,0.049,0.629,78.746,133.745,1.658,1020.167,9.842
260,2015/1/20 23:00,0.014,0.045,0.062,0.026,0.051,0.652,81.266,128.412,1.298,1019.871,9.658
260,2015/1/21 0:00,0.013,0.043,0.06,0.029,0.053,0.409,83.542,150.932,1.343,1019.998,9.496
260,2015/1/21 1:00,0.013,0.04,0.058,0.031,0.051,0.517,86.278,145.605,1.157,1019.517,9.223
260,2015/1/21 2:00,0.013,0.047,0.061,0.04,0.038,0.539,88.227,190.199,0.834,1019.281,8.915
260,2015/1/21 3:00,0.013,0.052,0.074,0.045,0.029,0.683,89.749,183.183,0.7,1019.019,8.504
260,2015/1/21 4:00,0.014,0.072,0.083,0.053,0.012,0.887,90.662,164.364,0.618,1018.352,8.024
260,2015/1/21 5:00,0.014,0.077,0.096,0.063,0.006,0.883,91.502,199.944,0.515,1018.69,7.431
260,2015/1/21 6:00,0.016,0.08,0.115,0.072,0.005,1.046,92.192,216.315,0.532,1018.664,7.077
260,2015/1/21 7:00,0.016,0.082,0.131,0.081,0.007,1.169,91.92,228.365,0.712,1018.791,7.218
260,2015/1/21 8:00,0.022,0.08,0.159,0.1,0.01,1.183,89.324,247.713,1.128,1019.264,8.211
260,2015/1/21 9:00,0.032,0.088,0.201,0.131,0.017,1.259,82.461,232.315,1.261,1019.086,10.095
260,2015/1/21 10:00,0.044,0.084,0.229,0.142,0.033,1.051,68.259,260.507,2.291,1018.85,12.134
260,2015/1/21 11:00,0.052,0.079,0.199,0.121,0.049,0.995,58.4,261.019,2.389,1018.2,13.598
260,2015/1/21 12:00,0.047,0.09,0.192,0.119,0.049,1.024,54.022,263.563,2.386,1017.516,14.462
